Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered
18/01/2021,Arunachal Pradesh,560,560,0
19/01/2021,Arunachal Pradesh,574,574,0
20/01/2021,Arunachal Pradesh,601,601,0
21/01/2021,Arunachal Pradesh,1154,1154,0
22/01/2021,Arunachal Pradesh,1818,1818,0
23/01/2021,Arunachal Pradesh,2446,2446,0
24/01/2021,Arunachal Pradesh,2529,2529,0
25/01/2021,Arunachal Pradesh,3442,3442,0
26/01/2021,Arunachal Pradesh,3462,3462,0
27/01/2021,Arunachal Pradesh,3998,3998,0
28/01/2021,Arunachal Pradesh,5470,5470,0
29/01/2021,Arunachal Pradesh,6106,6106,0
30/01/2021,Arunachal Pradesh,6491,6491,0
31/01/2021,Arunachal Pradesh,6525,6525,0
1/2/2021,Arunachal Pradesh,6668,6668,0
2/2/2021,Arunachal Pradesh,6668,6668,0
3/2/2021,Arunachal Pradesh,6758,6758,0
4/2/2021,Arunachal Pradesh,7785,7785,0
5/2/2021,Arunachal Pradesh,8745,8745,0
6/2/2021,Arunachal Pradesh,9288,9288,0
7/2/2021,Arunachal Pradesh,9292,9292,0
8/2/2021,Arunachal Pradesh,10438,10438,0
9/2/2021,Arunachal Pradesh,10465,10465,0
10/2/2021,Arunachal Pradesh,10529,10529,0
11/2/2021,Arunachal Pradesh,11372,11372,0
12/2/2021,Arunachal Pradesh,12173,12173,0
13/02/2021,Arunachal Pradesh,13707,13251,456
14/02/2021,Arunachal Pradesh,13730,13274,456
15/02/2021,Arunachal Pradesh,17018,15434,1584
16/02/2021,Arunachal Pradesh,17130,15546,1584
17/02/2021,Arunachal Pradesh,17136,15552,1584
18/02/2021,Arunachal Pradesh,20421,17389,3032
19/02/2021,Arunachal Pradesh,23982,19872,4110
20/02/2021,Arunachal Pradesh,24238,20018,4220
21/02/2021,Arunachal Pradesh,24238,20018,4220
22/02/2021,Arunachal Pradesh,26904,21550,5354
23/02/2021,Arunachal Pradesh,28444,22757,5687
24/02/2021,Arunachal Pradesh,28468,22781,5687
25/02/2021,Arunachal Pradesh,31209,24649,6560
26/02/2021,Arunachal Pradesh,32865,25903,6962
27/02/2021,Arunachal Pradesh,32865,25903,6962
28/02/2021,Arunachal Pradesh,32865,25903,6962
1/3/2021,Arunachal Pradesh,32865,25903,6962
2/3/2021,Arunachal Pradesh,37490,29841,7649
3/3/2021,Arunachal Pradesh,37937,30253,7684
4/3/2021,Arunachal Pradesh,41398,33136,8262
5/3/2021,Arunachal Pradesh,44881,35734,9147
6/3/2021,Arunachal Pradesh,46901,37249,9652
7/3/2021,Arunachal Pradesh,46960,37299,9661
8/3/2021,Arunachal Pradesh,49950,39451,10499
9/3/2021,Arunachal Pradesh,41504,30634,10870
10/3/2021,Arunachal Pradesh,41675,30769,10906
11/3/2021,Arunachal Pradesh,44509,32947,11562
12/3/2021,Arunachal Pradesh,46763,34659,12104
13/03/2021,Arunachal Pradesh,48143,35595,12548
14/03/2021,Arunachal Pradesh,48215,35654,12561
15/03/2021,Arunachal Pradesh,51378,38085,13293
16/03/2021,Arunachal Pradesh,63404,49653,13751
17/03/2021,Arunachal Pradesh,63870,50078,13792
18/03/2021,Arunachal Pradesh,67242,52511,14731
19/03/2021,Arunachal Pradesh,69729,54173,15556
20/03/2021,Arunachal Pradesh,71994,55919,16075
21/03/2021,Arunachal Pradesh,72176,56082,16094
22/03/2021,Arunachal Pradesh,75417,58541,16876
23/03/2021,Arunachal Pradesh,77761,60221,17540
24/03/2021,Arunachal Pradesh,77826,60269,17557
25/03/2021,Arunachal Pradesh,81124,62868,18256
26/03/2021,Arunachal Pradesh,84011,64976,19035
27/03/2021,Arunachal Pradesh,86161,66980,19181
28/03/2021,Arunachal Pradesh,86274,67041,19233
29/03/2021,Arunachal Pradesh,86714,67464,19250
30/03/2021,Arunachal Pradesh,88645,68649,19996
31/03/2021,Arunachal Pradesh,88794,68791,20003
1/4/2021,Arunachal Pradesh,94722,73266,21456
2/4/2021,Arunachal Pradesh,96882,75047,21835
3/4/2021,Arunachal Pradesh,100734,78114,22620
4/4/2021,Arunachal Pradesh,102608,79783,22825
5/4/2021,Arunachal Pradesh,106688,82757,23931
6/4/2021,Arunachal Pradesh,109164,84581,24583
7/4/2021,Arunachal Pradesh,113682,88000,25682
8/4/2021,Arunachal Pradesh,120397,93106,27291
9/4/2021,Arunachal Pradesh,126463,97939,28524
10/4/2021,Arunachal Pradesh,131302,101756,29546
11/4/2021,Arunachal Pradesh,134976,104975,30001
12/4/2021,Arunachal Pradesh,144137,112551,31586
13/04/2021,Arunachal Pradesh,151848,118825,33023
14/04/2021,Arunachal Pradesh,158012,124312,33700
15/04/2021,Arunachal Pradesh,161160,126950,34210
16/04/2021,Arunachal Pradesh,166632,130812,35820
17/04/2021,Arunachal Pradesh,170756,133947,36809
18/04/2021,Arunachal Pradesh,172614,135342,37272
19/04/2021,Arunachal Pradesh,180287,140794,39493
20/04/2021,Arunachal Pradesh,186002,145098,40904
21/04/2021,Arunachal Pradesh,190466,148680,41786
22/04/2021,Arunachal Pradesh,197443,153966,43477
23/04/2021,Arunachal Pradesh,204501,159167,45334
24/04/2021,Arunachal Pradesh,209180,162665,46515
25/04/2021,Arunachal Pradesh,210335,163535,46800
26/04/2021,Arunachal Pradesh,216717,168174,48543
27/04/2021,Arunachal Pradesh,222085,172178,49907
28/04/2021,Arunachal Pradesh,227853,176888,50965
29/04/2021,Arunachal Pradesh,234677,182123,52554
30/04/2021,Arunachal Pradesh,241423,187103,54320
1/5/2021,Arunachal Pradesh,245524,189910,55614
2/5/2021,Arunachal Pradesh,246580,190514,56066
3/5/2021,Arunachal Pradesh,252527,193841,58686
4/5/2021,Arunachal Pradesh,256929,196476,60453
5/5/2021,Arunachal Pradesh,261968,199517,62451
6/5/2021,Arunachal Pradesh,267741,202965,64776
7/5/2021,Arunachal Pradesh,273182,205709,67473
8/5/2021,Arunachal Pradesh,277640,207746,69894
9/5/2021,Arunachal Pradesh,278983,208414,70569
10/5/2021,Arunachal Pradesh,285021,210862,74159
11/5/2021,Arunachal Pradesh,288821,212600,76221
12/5/2021,Arunachal Pradesh,290786,214210,76576
13/05/2021,Arunachal Pradesh,293469,216168,77301
14/05/2021,Arunachal Pradesh,295034,217389,77645
15/05/2021,Arunachal Pradesh,296640,218759,77881
16/05/2021,Arunachal Pradesh,297055,219171,77884
17/05/2021,Arunachal Pradesh,302578,224664,77914
18/05/2021,Arunachal Pradesh,308245,230286,77959
19/05/2021,Arunachal Pradesh,313429,235462,77967
20/05/2021,Arunachal Pradesh,318150,240168,77982
21/05/2021,Arunachal Pradesh,321367,243375,77992
22/05/2021,Arunachal Pradesh,323227,245155,78072
23/05/2021,Arunachal Pradesh,324050,245978,78072
24/05/2021,Arunachal Pradesh,327082,248988,78094
25/05/2021,Arunachal Pradesh,328603,250439,78164
26/05/2021,Arunachal Pradesh,329432,251257,78175
27/05/2021,Arunachal Pradesh,330440,252251,78189
28/05/2021,Arunachal Pradesh,331507,253299,78208
29/05/2021,Arunachal Pradesh,332717,254447,78270
30/05/2021,Arunachal Pradesh,333067,254795,78272
31/05/2021,Arunachal Pradesh,334007,255678,78329
1/6/2021,Arunachal Pradesh,336634,258237,78397
2/6/2021,Arunachal Pradesh,343311,264847,78464
3/6/2021,Arunachal Pradesh,351449,272908,78541
4/6/2021,Arunachal Pradesh,362909,284334,78575
5/6/2021,Arunachal Pradesh,372776,294176,78600
6/6/2021,Arunachal Pradesh,376761,298148,78613
7/6/2021,Arunachal Pradesh,384701,306022,78679
8/6/2021,Arunachal Pradesh,390012,311287,78725
9/6/2021,Arunachal Pradesh,395757,316960,78797
10/6/2021,Arunachal Pradesh,400648,321736,78912
11/6/2021,Arunachal Pradesh,405483,326492,78991
12/6/2021,Arunachal Pradesh,410393,331364,79029
13/06/2021,Arunachal Pradesh,414648,335606,79042
14/06/2021,Arunachal Pradesh,420935,341823,79112
15/06/2021,Arunachal Pradesh,426293,347059,79234
16/06/2021,Arunachal Pradesh,438804,359462,79342
17/06/2021,Arunachal Pradesh,453458,374023,79435
18/06/2021,Arunachal Pradesh,468875,389369,79506
19/06/2021,Arunachal Pradesh,478167,398545,79622
20/06/2021,Arunachal Pradesh,480320,400684,79636
21/06/2021,Arunachal Pradesh,494030,414267,79763
22/06/2021,Arunachal Pradesh,505027,425013,80014
23/06/2021,Arunachal Pradesh,517112,436991,80121
24/06/2021,Arunachal Pradesh,529176,448592,80584
25/06/2021,Arunachal Pradesh,540634,459890,80744
26/06/2021,Arunachal Pradesh,551507,470168,81339
27/06/2021,Arunachal Pradesh,557701,475866,81835
28/06/2021,Arunachal Pradesh,573002,490029,82973
29/06/2021,Arunachal Pradesh,580543,496811,83732
30/06/2021,Arunachal Pradesh,593355,508826,84529
1/7/2021,Arunachal Pradesh,604172,518465,85707
2/7/2021,Arunachal Pradesh,614505,527034,87471
3/7/2021,Arunachal Pradesh,623711,534250,89461
4/7/2021,Arunachal Pradesh,629024,538776,90248
5/7/2021,Arunachal Pradesh,643509,549526,93983
6/7/2021,Arunachal Pradesh,654032,556622,97410
7/7/2021,Arunachal Pradesh,,,
8/7/2021,Arunachal Pradesh,,,
9/7/2021,Arunachal Pradesh,,,
10/7/2021,Arunachal Pradesh,,,
11/7/2021,Arunachal Pradesh,,,
12/7/2021,Arunachal Pradesh,,,
13/07/2021,Arunachal Pradesh,,,
14/07/2021,Arunachal Pradesh,,,
15/07/2021,Arunachal Pradesh,,,
16/01/2021,Assam,401,401,0
17/01/2021,Assam,466,466,0
18/01/2021,Assam,722,722,0
19/01/2021,Assam,1254,1254,0
20/01/2021,Assam,1254,1254,0
21/01/2021,Assam,2163,2163,0
22/01/2021,Assam,3947,3947,0
23/01/2021,Assam,4061,4061,0
24/01/2021,Assam,4416,4416,0
25/01/2021,Assam,10886,10886,0
26/01/2021,Assam,11021,11021,0
27/01/2021,Assam,12407,12407,0
28/01/2021,Assam,21430,21430,0
29/01/2021,Assam,29322,29322,0
30/01/2021,Assam,30573,30573,0
31/01/2021,Assam,30688,30688,0
1/2/2021,Assam,32329,32329,0
2/2/2021,Assam,34848,34848,0
3/2/2021,Assam,36100,36100,0
4/2/2021,Assam,52645,52645,0
5/2/2021,Assam,68628,68628,0
6/2/2021,Assam,78498,78498,0
7/2/2021,Assam,80284,80284,0
8/2/2021,Assam,91026,91026,0
9/2/2021,Assam,100295,100295,0
10/2/2021,Assam,103044,103044,0
11/2/2021,Assam,109906,109906,0
12/2/2021,Assam,117506,117506,0
13/02/2021,Assam,124056,122050,2006
14/02/2021,Assam,124177,122161,2016
15/02/2021,Assam,128424,124764,3660
16/02/2021,Assam,132946,127777,5169
17/02/2021,Assam,134325,128941,5384
18/02/2021,Assam,142950,135328,7622
19/02/2021,Assam,156552,146695,9857
20/02/2021,Assam,163919,153329,10590
21/02/2021,Assam,165621,155028,10593
22/02/2021,Assam,178910,165031,13879
23/02/2021,Assam,190166,174988,15178
24/02/2021,Assam,195245,179344,15901
25/02/2021,Assam,210946,189178,21768
26/02/2021,Assam,223134,195376,27758
27/02/2021,Assam,223134,195376,27758
28/02/2021,Assam,223134,195376,27758
1/3/2021,Assam,223134,195376,27758
2/3/2021,Assam,246658,216152,30506
3/3/2021,Assam,268169,236065,32104
4/3/2021,Assam,310530,272629,37901
5/3/2021,Assam,354473,307984,46489
6/3/2021,Assam,396169,343601,52568
7/3/2021,Assam,407866,354572,53294
8/3/2021,Assam,446529,385170,61359
9/3/2021,Assam,423058,354644,68414
10/3/2021,Assam,441178,368957,72221
11/3/2021,Assam,461071,385001,76070
12/3/2021,Assam,480338,399648,80690
13/03/2021,Assam,496625,412421,84204
14/03/2021,Assam,497722,413455,84267
15/03/2021,Assam,518114,429664,88450
16/03/2021,Assam,597787,505646,92141
17/03/2021,Assam,614990,520961,94029
18/03/2021,Assam,635553,537405,98148
19/03/2021,Assam,655677,552023,103654
20/03/2021,Assam,674602,565687,108915
21/03/2021,Assam,678170,568629,109541
22/03/2021,Assam,707326,590616,116710
23/03/2021,Assam,837889,711817,126072
24/03/2021,Assam,875007,745478,129529
25/03/2021,Assam,965022,828339,136683
26/03/2021,Assam,1020002,878784,141218
27/03/2021,Assam,1043681,900947,142734
28/03/2021,Assam,1044730,901960,142770
29/03/2021,Assam,1047861,904676,143185
30/03/2021,Assam,1080940,932808,148132
31/03/2021,Assam,1098355,946438,151917
1/4/2021,Assam,1127935,970643,157292
2/4/2021,Assam,1167002,1002220,164782
3/4/2021,Assam,1203976,1030573,173403
4/4/2021,Assam,1225287,1047611,177676
5/4/2021,Assam,1262224,1075940,186284
6/4/2021,Assam,1290110,1097741,192369
7/4/2021,Assam,1338480,1133750,204730
8/4/2021,Assam,1405074,1181704,223370
9/4/2021,Assam,1454260,1215483,238777
10/4/2021,Assam,1486087,1236130,249957
11/4/2021,Assam,1498693,1244425,254268
12/4/2021,Assam,1530751,1263243,267508
13/04/2021,Assam,1549948,1274714,275234
14/04/2021,Assam,1553876,1276940,276936
15/04/2021,Assam,1555448,1277864,277584
16/04/2021,Assam,1564454,1282985,281469
17/04/2021,Assam,1586181,1295462,290719
18/04/2021,Assam,1597465,1302992,294473
19/04/2021,Assam,1676713,1351522,325191
20/04/2021,Assam,1770372,1415214,355158
21/04/2021,Assam,1824812,1454891,369921
22/04/2021,Assam,1898130,1508583,389547
23/04/2021,Assam,1960809,1556972,403837
24/04/2021,Assam,2005823,1592952,412871
25/04/2021,Assam,2020521,1605126,415395
26/04/2021,Assam,2104727,1664201,440526
27/04/2021,Assam,2192325,1728642,463683
28/04/2021,Assam,2242653,1766829,475824
29/04/2021,Assam,2349267,1846567,502700
30/04/2021,Assam,2480734,1946800,533934
1/5/2021,Assam,2574065,2020530,553535
2/5/2021,Assam,2589899,2033174,556725
3/5/2021,Assam,2675846,2096948,578898
4/5/2021,Assam,2751204,2152500,598704
5/5/2021,Assam,2785838,2176851,608987
6/5/2021,Assam,2835452,2211808,623644
7/5/2021,Assam,2919568,2277554,642014
8/5/2021,Assam,3002857,2346318,656539
9/5/2021,Assam,3027029,2366422,660607
10/5/2021,Assam,3120516,2434046,686470
11/5/2021,Assam,3197150,2487465,709685
12/5/2021,Assam,3233331,2518410,714921
13/05/2021,Assam,3280423,2556294,724129
14/05/2021,Assam,3305992,2578539,727453
15/05/2021,Assam,3362553,2631676,730877
16/05/2021,Assam,3401496,2670104,731392
17/05/2021,Assam,3471991,2730754,741237
18/05/2021,Assam,3531930,2782676,749254
19/05/2021,Assam,3569472,2815640,753832
20/05/2021,Assam,3620350,2859912,760438
21/05/2021,Assam,3665676,2898355,767321
22/05/2021,Assam,3716056,2938533,777523
23/05/2021,Assam,3753633,2972648,780985
24/05/2021,Assam,3830284,3034071,796213
25/05/2021,Assam,3899915,3091355,808560
26/05/2021,Assam,3935243,3121529,813714
27/05/2021,Assam,3981992,3162794,819198
28/05/2021,Assam,4027266,3203859,823407
29/05/2021,Assam,4073879,3246700,827179
30/05/2021,Assam,4094193,3265432,828761
31/05/2021,Assam,4137653,3304493,833160
1/6/2021,Assam,4174820,3337376,837444
2/6/2021,Assam,4200000,3359700,840300
3/6/2021,Assam,4235371,3392421,842950
4/6/2021,Assam,4274481,3429205,845276
5/6/2021,Assam,4315221,3467449,847772
6/6/2021,Assam,4339728,3489368,850360
7/6/2021,Assam,4389697,3534232,855465
8/6/2021,Assam,4451360,3590740,860620
9/6/2021,Assam,4491566,3623460,868106
10/6/2021,Assam,4585754,3695526,890228
11/6/2021,Assam,4674511,3769894,904617
12/6/2021,Assam,4758849,3841521,917328
13/06/2021,Assam,4811949,3883727,928222
14/06/2021,Assam,4891540,3937220,954320
15/06/2021,Assam,4951863,3984232,967631
16/06/2021,Assam,4998717,4018537,980180
17/06/2021,Assam,5092307,4089782,1002525
18/06/2021,Assam,5210614,4179861,1030753
19/06/2021,Assam,5324600,4269193,1055407
20/06/2021,Assam,5360385,4294662,1065723
21/06/2021,Assam,5721227,4635279,1085948
22/06/2021,Assam,5989078,4885776,1103302
23/06/2021,Assam,6354626,5233285,1121341
24/06/2021,Assam,6523851,5387805,1136046
25/06/2021,Assam,6688421,5535855,1152566
26/06/2021,Assam,6841405,5658679,1182726
27/06/2021,Assam,6854797,5668536,1186261
28/06/2021,Assam,6976615,5765156,1211459
29/06/2021,Assam,7008658,5785111,1223547
30/06/2021,Assam,7022922,5792056,1230866
1/7/2021,Assam,7206783,5957147,1249636
2/7/2021,Assam,7445311,6169491,1275820
3/7/2021,Assam,7597121,6302541,1294580
4/7/2021,Assam,7629506,6329978,1299528
5/7/2021,Assam,7690157,6380179,1309978
6/7/2021,Assam,7712614,6396900,1315714
7/7/2021,Assam,,,
8/7/2021,Assam,,,
9/7/2021,Assam,,,
10/7/2021,Assam,,,
11/7/2021,Assam,,,
12/7/2021,Assam,,,
13/07/2021,Assam,,,
14/07/2021,Assam,,,
15/07/2021,Assam,,,
16/01/2021,Bihar,2967,2967,0
17/01/2021,Bihar,3700,3700,0
18/01/2021,Bihar,7883,7883,0
19/01/2021,Bihar,15546,15546,0
20/01/2021,Bihar,16183,16183,0
21/01/2021,Bihar,25254,25254,0
22/01/2021,Bihar,25773,25773,0
23/01/2021,Bihar,38409,38409,0
24/01/2021,Bihar,38787,38787,0
25/01/2021,Bihar,51676,51676,0
26/01/2021,Bihar,51808,51808,0
27/01/2021,Bihar,53222,53222,0
28/01/2021,Bihar,70412,70412,0
29/01/2021,Bihar,73181,73181,0
30/01/2021,Bihar,105751,105751,0
31/01/2021,Bihar,108889,108889,0
1/2/2021,Bihar,144845,144845,0
2/2/2021,Bihar,181290,181290,0
3/2/2021,Bihar,219359,219359,0
4/2/2021,Bihar,263973,263973,0
5/2/2021,Bihar,308439,308439,0
6/2/2021,Bihar,330327,330327,0
7/2/2021,Bihar,335765,335765,0
8/2/2021,Bihar,353743,353743,0
9/2/2021,Bihar,373801,373801,0
10/2/2021,Bihar,388881,388881,0
11/2/2021,Bihar,409263,409263,0
12/2/2021,Bihar,430554,430554,0
13/02/2021,Bihar,451761,451706,55
14/02/2021,Bihar,452991,452936,55
15/02/2021,Bihar,483813,470549,13264
16/02/2021,Bihar,485733,472215,13518
17/02/2021,Bihar,496507,481352,15155
18/02/2021,Bihar,529891,497328,32563
19/02/2021,Bihar,547003,512327,34676
20/02/2021,Bihar,557762,519360,38402
21/02/2021,Bihar,558309,519787,38522
22/02/2021,Bihar,579548,523685,55863
23/02/2021,Bihar,588882,530477,58405
24/02/2021,Bihar,597807,538212,59595
25/02/2021,Bihar,621233,546161,75072
26/02/2021,Bihar,637549,559321,78228
27/02/2021,Bihar,637549,559321,78228
28/02/2021,Bihar,637549,559321,78228
1/3/2021,Bihar,637549,559321,78228
2/3/2021,Bihar,658177,568137,90040
3/3/2021,Bihar,689592,581124,108468
4/3/2021,Bihar,733670,598233,135437
5/3/2021,Bihar,777943,618296,159647
6/3/2021,Bihar,828652,643684,184968
7/3/2021,Bihar,830495,644690,185805
8/3/2021,Bihar,996855,784521,212334
9/3/2021,Bihar,882786,650004,232782
10/3/2021,Bihar,945716,695938,249778
11/3/2021,Bihar,951238,700136,251102
12/3/2021,Bihar,1068778,798011,270767
13/03/2021,Bihar,1155115,864349,290766
14/03/2021,Bihar,1159704,867980,291724
15/03/2021,Bihar,1238681,928808,309873
16/03/2021,Bihar,1521806,1197777,324029
17/03/2021,Bihar,1633471,1299718,333753
18/03/2021,Bihar,1709461,1364201,345260
19/03/2021,Bihar,1781915,1427007,354908
20/03/2021,Bihar,1868362,1502913,365449
21/03/2021,Bihar,1893344,1526471,366873
22/03/2021,Bihar,1960951,1588734,372217
23/03/2021,Bihar,2090147,1708266,381881
24/03/2021,Bihar,2199108,1810293,388815
25/03/2021,Bihar,2326623,1931442,395181
26/03/2021,Bihar,2440263,2039444,400819
27/03/2021,Bihar,2555647,2150425,405222
28/03/2021,Bihar,2584553,2179032,405521
29/03/2021,Bihar,2587193,2181647,405546
30/03/2021,Bihar,2632950,2225891,407059
31/03/2021,Bihar,2739610,2326918,412692
1/4/2021,Bihar,2851813,2433633,418180
2/4/2021,Bihar,3064854,2638486,426368
3/4/2021,Bihar,3195814,2763236,432578
4/4/2021,Bihar,3346839,2908130,438709
5/4/2021,Bihar,3478610,3031775,446835
6/4/2021,Bihar,3676143,3217315,458828
7/4/2021,Bihar,3981969,3500712,481257
8/4/2021,Bihar,4165803,3663711,502092
9/4/2021,Bihar,4233637,3721775,511862
10/4/2021,Bihar,4491227,3953983,537244
11/4/2021,Bihar,4744755,4188252,556503
12/4/2021,Bihar,4952445,4372599,579846
13/04/2021,Bihar,5049345,4456899,592446
14/04/2021,Bihar,5225646,4608655,616991
15/04/2021,Bihar,5352860,4714910,637950
16/04/2021,Bihar,5426287,4774916,651371
17/04/2021,Bihar,5578006,4895185,682821
18/04/2021,Bihar,5686374,4984400,701974
19/04/2021,Bihar,5836677,5099038,737639
20/04/2021,Bihar,5964087,5195367,768720
21/04/2021,Bihar,6057111,5265128,791983
22/04/2021,Bihar,6169648,5344307,825341
23/04/2021,Bihar,6270782,5415848,854934
24/04/2021,Bihar,6362064,5480243,881821
25/04/2021,Bihar,6437127,5534535,902592
26/04/2021,Bihar,6557857,5615151,942706
27/04/2021,Bihar,6661790,5686449,975341
28/04/2021,Bihar,6761471,5752082,1009389
29/04/2021,Bihar,6869722,5821599,1048123
30/04/2021,Bihar,6967492,5881859,1085633
1/5/2021,Bihar,7047770,5928725,1119045
2/5/2021,Bihar,7110550,5965407,1145143
3/5/2021,Bihar,7233171,6027693,1205478
4/5/2021,Bihar,7359866,6092049,1267817
5/5/2021,Bihar,7475869,6150797,1325072
6/5/2021,Bihar,7604097,6212706,1391391
7/5/2021,Bihar,7698767,6261291,1437476
8/5/2021,Bihar,7782756,6304398,1478358
9/5/2021,Bihar,7905698,6411990,1493708
10/5/2021,Bihar,8108459,6552924,1555535
11/5/2021,Bihar,8289734,6669849,1619885
12/5/2021,Bihar,8410850,6771938,1638912
13/05/2021,Bihar,8568033,6907777,1660256
14/05/2021,Bihar,8713263,7038183,1675080
15/05/2021,Bihar,8869524,7180068,1689456
